feature,type,mutable,min,max,dyn_min,dyn_max
pkts_in_min_s_110,int,False,0.0,619.0,False,False
pkts_in_max_s_110,int,False,0.0,630.0,False,False
pkts_out_sum_s_110,int,True,0.0,432.0,True,False
pkts_out_min_s_110,int,True,0.0,208.0,True,False
pkts_out_max_s_110,int,True,0.0,421.0,True,False
duration_sum_s_110,real,True,0.0,91.0,True,False
duration_min_s_110,real,True,0.0,91.0,True,False
duration_max_s_110,real,True,0.0,91.0,True,False
tcp_sum_s_110,int,True,0.0,637557.0,True,False
udp_sum_s_110,int,True,0.0,38.0,True,False
icmp_sum_s_110,int,True,0.0,0.0,True,False
distinct_external_ips_s_110,int,False,0.0,4.0,False,False
distinct_src_port_s_110,int,False,0.0,6.0,False,False
distinct_dst_port_s_110,int,False,0.0,1.0,False,False
bytes_in_sum_d_110,int,False,0.0,16510537.0,False,False
bytes_in_min_d_110,int,False,0.0,16510537.0,False,False
bytes_in_max_d_110,int,False,0.0,16510537.0,False,False
bytes_out_sum_d_110,int,True,0.0,4044.0,True,False
bytes_out_min_d_110,int,True,0.0,4044.0,True,False
bytes_out_max_d_110,int,True,0.0,4044.0,True,False
pkts_in_sum_d_110,int,False,0.0,12144.0,False,False
pkts_in_min_d_110,int,False,0.0,12144.0,False,False
pkts_in_max_d_110,int,False,0.0,12144.0,False,False
pkts_out_sum_d_110,int,True,0.0,6506.0,True,False
pkts_out_min_d_110,int,True,0.0,6506.0,True,False
pkts_out_max_d_110,int,True,0.0,6506.0,True,False
duration_sum_d_110,real,True,0.0,1159.0,True,False
duration_min_d_110,real,True,0.0,1091.0,True,False
duration_max_d_110,real,True,0.0,1159.0,True,False
tcp_sum_d_110,int,True,0.0,16514581.0,True,False
udp_sum_d_110,int,True,0.0,0.0,True,False
icmp_sum_d_110,int,True,0.0,0.0,True,False
distinct_external_ips_d_110,int,False,0.0,2.0,False,False
distinct_src_port_d_110,int,False,0.0,2.0,False,False
distinct_dst_port_d_110,int,False,0.0,1.0,False,False
bytes_in_sum_s_123,int,False,0.0,66000.0,False,False
bytes_in_min_s_123,int,False,0.0,33024.0,False,False
bytes_in_max_s_123,int,False,0.0,33024.0,False,False
bytes_out_sum_s_123,int,True,0.0,66000.0,True,False
bytes_out_min_s_123,int,True,0.0,33024.0,True,False
bytes_out_max_s_123,int,True,0.0,33024.0,True,False
pkts_in_sum_s_123,int,False,0.0,1375.0,False,False
pkts_in_min_s_123,int,False,0.0,688.0,False,False
pkts_in_max_s_123,int,False,0.0,688.0,False,False
pkts_out_sum_s_123,int,True,0.0,1375.0,True,False
pkts_out_min_s_123,int,True,0.0,688.0,True,False
pkts_out_max_s_123,int,True,0.0,688.0,True,False
duration_sum_s_123,real,True,0.0,43993.0,True,False
duration_min_s_123,real,True,0.0,22019.0,True,False
duration_max_s_123,real,True,0.0,22019.0,True,False
tcp_sum_s_123,int,True,0.0,0.0,True,False
udp_sum_s_123,int,True,0.0,132000.0,True,False
icmp_sum_s_123,int,True,0.0,0.0,True,False
distinct_external_ips_s_123,int,False,0.0,17.0,False,False
distinct_src_port_s_123,int,False,0.0,7.0,False,False
distinct_dst_port_s_123,int,False,0.0,1.0,False,False
bytes_in_sum_d_123,int,False,0.0,48.0,False,False
bytes_in_min_d_123,int,False,0.0,48.0,False,False
bytes_in_max_d_123,int,False,0.0,48.0,False,False
bytes_out_sum_d_123,int,True,0.0,136.0,True,False
bytes_out_min_d_123,int,True,0.0,136.0,True,False
bytes_out_max_d_123,int,True,0.0,136.0,True,False
pkts_in_sum_d_123,int,False,0.0,1.0,False,False
pkts_in_min_d_123,int,False,0.0,1.0,False,False
pkts_in_max_d_123,int,False,0.0,1.0,False,False
pkts_out_sum_d_123,int,True,0.0,2.0,True,False
pkts_out_min_d_123,int,True,0.0,2.0,True,False
pkts_out_max_d_123,int,True,0.0,2.0,True,False
duration_sum_d_123,real,True,0.0,33.0,True,False
duration_min_d_123,real,True,0.0,33.0,True,False
duration_max_d_123,real,True,0.0,33.0,True,False
tcp_sum_d_123,int,True,0.0,0.0,True,False
udp_sum_d_123,int,True,0.0,136.0,True,False
icmp_sum_d_123,int,True,0.0,0.0,True,False
distinct_external_ips_d_123,int,False,0.0,1.0,False,False
distinct_src_port_d_123,int,False,0.0,1.0,False,False
distinct_dst_port_d_123,int,False,0.0,1.0,False,False
bytes_in_sum_s_135,int,False,0.0,0.0,False,False
bytes_in_min_s_135,int,False,0.0,0.0,False,False
bytes_in_max_s_135,int,False,0.0,0.0,False,False
bytes_out_sum_s_135,int,True,0.0,0.0,True,False
bytes_out_min_s_135,int,True,0.0,0.0,True,False
bytes_out_max_s_135,int,True,0.0,0.0,True,False
pkts_in_sum_s_135,int,False,0.0,0.0,False,False
pkts_in_min_s_135,int,False,0.0,0.0,False,False
pkts_in_max_s_135,int,False,0.0,0.0,False,False
pkts_out_sum_s_135,int,True,0.0,3.0,True,False
pkts_out_min_s_135,int,True,0.0,2.0,True,False
pkts_out_max_s_135,int,True,0.0,2.0,True,False
duration_sum_s_135,int,True,0.0,4.0,True,False
duration_min_s_135,int,True,0.0,4.0,True,False
duration_max_s_135,int,True,0.0,4.0,True,False
tcp_sum_s_135,int,True,0.0,0.0,True,False
udp_sum_s_135,int,True,0.0,0.0,True,False
icmp_sum_s_135,int,True,0.0,0.0,True,False
distinct_external_ips_s_135,int,False,0.0,1.0,False,False
distinct_src_port_s_135,int,False,0.0,1.0,False,False
distinct_dst_port_s_135,int,False,0.0,1.0,False,False
bytes_in_sum_d_135,int,False,0.0,0.0,False,False
bytes_in_min_d_135,int,False,0.0,0.0,False,False
bytes_in_max_d_135,int,False,0.0,0.0,False,False
bytes_out_sum_d_135,int,True,0.0,0.0,True,False
bytes_out_min_d_135,int,True,0.0,0.0,True,False
bytes_out_max_d_135,int,True,0.0,0.0,True,False
pkts_in_sum_d_135,int,False,0.0,0.0,False,False
pkts_in_min_d_135,int,False,0.0,0.0,False,False
pkts_in_max_d_135,int,False,0.0,0.0,False,False
pkts_out_sum_d_135,int,True,0.0,0.0,True,False
pkts_out_min_d_135,int,True,0.0,0.0,True,False
pkts_out_max_d_135,int,True,0.0,0.0,True,False
duration_sum_d_135,int,True,0.0,0.0,True,False
duration_min_d_135,int,True,0.0,0.0,True,False
duration_max_d_135,int,True,0.0,0.0,True,False
tcp_sum_d_135,int,True,0.0,0.0,True,False
udp_sum_d_135,int,True,0.0,0.0,True,False
icmp_sum_d_135,int,True,0.0,0.0,True,False
distinct_external_ips_d_135,int,False,0.0,0.0,False,False
distinct_src_port_d_135,int,False,0.0,0.0,False,False
distinct_dst_port_d_135,int,False,0.0,0.0,False,False
bytes_in_sum_s_138,int,False,0.0,0.0,False,False
bytes_in_min_s_138,int,False,0.0,0.0,False,False
bytes_in_max_s_138,int,False,0.0,0.0,False,False
bytes_out_sum_s_138,int,True,0.0,412.0,True,False
bytes_out_min_s_138,int,True,0.0,412.0,True,False
bytes_out_max_s_138,int,True,0.0,412.0,True,False
pkts_in_sum_s_138,int,False,0.0,0.0,False,False
pkts_in_min_s_138,int,False,0.0,0.0,False,False
pkts_in_max_s_138,int,False,0.0,0.0,False,False
pkts_out_sum_s_138,int,True,0.0,2.0,True,False
pkts_out_min_s_138,int,True,0.0,2.0,True,False
pkts_out_max_s_138,int,True,0.0,2.0,True,False
duration_sum_s_138,real,True,0.0,1.0,True,False
duration_min_s_138,real,True,0.0,1.0,True,False
duration_max_s_138,real,True,0.0,1.0,True,False
tcp_sum_s_138,int,True,0.0,0.0,True,False
udp_sum_s_138,int,True,0.0,412.0,True,False
icmp_sum_s_138,int,True,0.0,0.0,True,False
distinct_external_ips_s_138,int,False,0.0,1.0,False,False
distinct_src_port_s_138,int,False,0.0,1.0,False,False
distinct_dst_port_s_138,int,False,0.0,1.0,False,False
bytes_in_sum_d_138,int,False,0.0,0.0,False,False
bytes_in_min_d_138,int,False,0.0,0.0,False,False
bytes_in_max_d_138,int,False,0.0,0.0,False,False
bytes_out_sum_d_138,int,True,0.0,0.0,True,False
bytes_out_min_d_138,int,True,0.0,0.0,True,False
bytes_out_max_d_138,int,True,0.0,0.0,True,False
pkts_in_sum_d_138,int,False,0.0,0.0,False,False
pkts_in_min_d_138,int,False,0.0,0.0,False,False
pkts_in_max_d_138,int,False,0.0,0.0,False,False
pkts_out_sum_d_138,int,True,0.0,0.0,True,False
pkts_out_min_d_138,int,True,0.0,0.0,True,False
pkts_out_max_d_138,int,True,0.0,0.0,True,False
duration_sum_d_138,int,True,0.0,0.0,True,False
duration_min_d_138,int,True,0.0,0.0,True,False
duration_max_d_138,int,True,0.0,0.0,True,False
tcp_sum_d_138,int,True,0.0,0.0,True,False
udp_sum_d_138,int,True,0.0,0.0,True,False
icmp_sum_d_138,int,True,0.0,0.0,True,False
distinct_external_ips_d_138,int,False,0.0,0.0,False,False
distinct_src_port_d_138,int,False,0.0,0.0,False,False
distinct_dst_port_d_138,int,False,0.0,0.0,False,False
bytes_in_sum_s_161,int,False,0.0,196.0,False,False
bytes_in_min_s_161,int,False,0.0,83.0,False,False
bytes_in_max_s_161,int,False,0.0,113.0,False,False
bytes_out_sum_s_161,int,True,0.0,257400.0,True,False
bytes_out_min_s_161,int,True,0.0,257400.0,True,False
bytes_out_max_s_161,int,True,0.0,257400.0,True,False
pkts_in_sum_s_161,int,False,0.0,3.0,False,False
pkts_in_min_s_161,int,False,0.0,1.0,False,False
pkts_in_max_s_161,int,False,0.0,2.0,False,False
pkts_out_sum_s_161,int,True,0.0,3300.0,True,False
pkts_out_min_s_161,int,True,0.0,3300.0,True,False
pkts_out_max_s_161,int,True,0.0,3300.0,True,False
duration_sum_s_161,real,True,0.0,39962.0,True,False
duration_min_s_161,real,True,0.0,22021.0,True,False
duration_max_s_161,real,True,0.0,22021.0,True,False
tcp_sum_s_161,int,True,0.0,0.0,True,False
udp_sum_s_161,int,True,0.0,257400.0,True,False
icmp_sum_s_161,int,True,0.0,0.0,True,False
distinct_external_ips_s_161,int,False,0.0,3.0,False,False
distinct_src_port_s_161,int,False,0.0,3.0,False,False
distinct_dst_port_s_161,int,False,0.0,1.0,False,False
bytes_in_sum_d_161,int,False,0.0,39123.0,False,False
bytes_in_min_d_161,int,False,0.0,39123.0,False,False
bytes_in_max_d_161,int,False,0.0,39123.0,False,False
bytes_out_sum_d_161,int,True,0.0,228065.0,True,False
bytes_out_min_d_161,int,True,0.0,84006.0,True,False
bytes_out_max_d_161,int,True,0.0,98094.0,True,False
pkts_in_sum_d_161,int,False,0.0,483.0,False,False
pkts_in_min_d_161,int,False,0.0,483.0,False,False
pkts_in_max_d_161,int,False,0.0,483.0,False,False
pkts_out_sum_d_161,int,True,0.0,2846.0,True,False
pkts_out_min_d_161,int,True,0.0,1077.0,True,False
pkts_out_max_d_161,int,True,0.0,1212.0,True,False
duration_sum_d_161,real,True,0.0,47716.0,True,False
duration_min_d_161,real,True,0.0,21543.0,True,False
duration_max_d_161,real,True,0.0,21983.0,True,False
tcp_sum_d_161,int,True,0.0,0.0,True,False
udp_sum_d_161,int,True,0.0,228065.0,True,False
icmp_sum_d_161,int,True,0.0,0.0,True,False
distinct_external_ips_d_161,int,False,0.0,4.0,False,False
distinct_src_port_d_161,int,False,0.0,4.0,False,False
distinct_dst_port_d_161,int,False,0.0,1.0,False,False
bytes_in_sum_s_443,int,False,0.0,1280634620.0,False,False
bytes_in_min_s_443,int,False,0.0,2500262.0,False,False
bytes_in_max_s_443,int,False,0.0,1280390612.0,False,False
bytes_out_sum_s_443,int,True,0.0,92617457.0,True,False
bytes_out_min_s_443,int,True,0.0,17019941.0,True,False
bytes_out_max_s_443,int,True,0.0,45501654.0,True,False
pkts_in_sum_s_443,int,False,0.0,912375.0,False,False
pkts_in_min_s_443,int,False,0.0,9663.0,False,False
pkts_in_max_s_443,int,False,0.0,911788.0,False,False
pkts_out_sum_s_443,int,True,0.0,438072.0,True,False
pkts_out_min_s_443,int,True,0.0,17464.0,True,False
pkts_out_max_s_443,int,True,0.0,437677.0,True,False
duration_sum_s_443,real,True,0.0,417008.0,True,False
duration_min_s_443,real,True,0.0,22022.0,True,False
duration_max_s_443,real,True,0.0,22027.0,True,False
tcp_sum_s_443,int,True,0.0,1280829342.0,True,False
udp_sum_s_443,int,True,0.0,153434486.0,True,False
icmp_sum_s_443,int,True,0.0,0.0,True,False
distinct_external_ips_s_443,int,False,0.0,55.0,False,False
distinct_src_port_s_443,int,False,0.0,283.0,False,False
distinct_dst_port_s_443,int,False,0.0,1.0,False,False
bytes_in_sum_d_443,int,False,0.0,9662724483.0,False,False
bytes_in_min_d_443,int,False,0.0,82021574.0,False,False
bytes_in_max_d_443,int,False,0.0,9662697547.0,False,False
bytes_out_sum_d_443,int,True,0.0,14411004278.0,True,False
bytes_out_min_d_443,int,True,0.0,24483588.0,True,False
bytes_out_max_d_443,int,True,0.0,14410956052.0,True,False
pkts_in_sum_d_443,int,False,0.0,421005.0,False,False
pkts_in_min_d_443,int,False,0.0,421005.0,False,False
pkts_in_max_d_443,int,False,0.0,421005.0,False,False
pkts_out_sum_d_443,int,True,0.0,232541.0,True,False
pkts_out_min_d_443,int,True,0.0,208542.0,True,False
pkts_out_max_d_443,int,True,0.0,208542.0,True,False
duration_sum_d_443,real,True,0.0,862285.0,True,False
duration_min_d_443,real,True,0.0,22019.0,True,False
duration_max_d_443,real,True,0.0,22035.0,True,False
tcp_sum_d_443,int,True,0.0,14411015070.0,True,False
udp_sum_d_443,int,True,0.0,2264.0,True,False
icmp_sum_d_443,int,True,0.0,0.0,True,False
distinct_external_ips_d_443,int,False,0.0,154.0,False,False
distinct_src_port_d_443,int,False,0.0,155.0,False,False
distinct_dst_port_d_443,int,False,0.0,1.0,False,False
bytes_in_sum_s_445,int,False,0.0,0.0,False,False
bytes_in_min_s_445,int,False,0.0,0.0,False,False
bytes_in_max_s_445,int,False,0.0,0.0,False,False
bytes_out_sum_s_445,int,True,0.0,0.0,True,False
bytes_out_min_s_445,int,True,0.0,0.0,True,False
bytes_out_max_s_445,int,True,0.0,0.0,True,False
pkts_in_sum_s_445,int,False,0.0,0.0,False,False
pkts_in_min_s_445,int,False,0.0,0.0,False,False
pkts_in_max_s_445,int,False,0.0,0.0,False,False
pkts_out_sum_s_445,int,True,0.0,14.0,True,False
pkts_out_min_s_445,int,True,0.0,2.0,True,False
pkts_out_max_s_445,int,True,0.0,2.0,True,False
duration_sum_s_445,real,True,0.0,16.0,True,False
duration_min_s_445,real,True,0.0,4.0,True,False
duration_max_s_445,real,True,0.0,4.0,True,False
tcp_sum_s_445,int,True,0.0,0.0,True,False
udp_sum_s_445,int,True,0.0,0.0,True,False
icmp_sum_s_445,int,True,0.0,0.0,True,False
distinct_external_ips_s_445,int,False,0.0,5.0,False,False
distinct_src_port_s_445,int,False,0.0,5.0,False,False
distinct_dst_port_s_445,int,False,0.0,1.0,False,False
bytes_in_sum_d_445,int,False,0.0,0.0,False,False
bytes_in_min_d_445,int,False,0.0,0.0,False,False
bytes_in_max_d_445,int,False,0.0,0.0,False,False
bytes_out_sum_d_445,int,True,0.0,0.0,True,False
bytes_out_min_d_445,int,True,0.0,0.0,True,False
bytes_out_max_d_445,int,True,0.0,0.0,True,False
pkts_in_sum_d_445,int,False,0.0,0.0,False,False
pkts_in_min_d_445,int,False,0.0,0.0,False,False
pkts_in_max_d_445,int,False,0.0,0.0,False,False
pkts_out_sum_d_445,int,True,0.0,0.0,True,False
pkts_out_min_d_445,int,True,0.0,0.0,True,False
pkts_out_max_d_445,int,True,0.0,0.0,True,False
duration_sum_d_445,int,True,0.0,0.0,True,False
duration_min_d_445,int,True,0.0,0.0,True,False
duration_max_d_445,int,True,0.0,0.0,True,False
tcp_sum_d_445,int,True,0.0,0.0,True,False
udp_sum_d_445,int,True,0.0,0.0,True,False
icmp_sum_d_445,int,True,0.0,0.0,True,False
distinct_external_ips_d_445,int,False,0.0,0.0,False,False
distinct_src_port_d_445,int,False,0.0,0.0,False,False
distinct_dst_port_d_445,int,False,0.0,0.0,False,False
bytes_in_sum_s_993,int,False,0.0,209346562.0,False,False
bytes_in_min_s_993,int,False,0.0,42232512.0,False,False
bytes_in_max_s_993,int,False,0.0,209011253.0,False,False
bytes_out_sum_s_993,int,True,0.0,6822169.0,True,False
bytes_out_min_s_993,int,True,0.0,650114.0,True,False
bytes_out_max_s_993,int,True,0.0,6816438.0,True,False
pkts_in_sum_s_993,int,False,0.0,156108.0,False,False
pkts_in_min_s_993,int,False,0.0,32165.0,False,False
pkts_in_max_s_993,int,False,0.0,154716.0,False,False
pkts_out_sum_s_993,int,True,0.0,77336.0,True,False
pkts_out_min_s_993,int,True,0.0,15984.0,True,False
pkts_out_max_s_993,int,True,0.0,75503.0,True,False
duration_sum_s_993,real,True,0.0,42410.0,True,False
duration_min_s_993,real,True,0.0,21961.0,True,False
duration_max_s_993,real,True,0.0,21961.0,True,False
tcp_sum_s_993,int,True,0.0,209485697.0,True,False
udp_sum_s_993,int,True,0.0,0.0,True,False
icmp_sum_s_993,int,True,0.0,0.0,True,False
distinct_external_ips_s_993,int,False,0.0,4.0,False,False
distinct_src_port_s_993,int,False,0.0,16.0,False,False
distinct_dst_port_s_993,int,False,0.0,1.0,False,False
bytes_in_sum_d_993,int,False,0.0,1939065.0,False,False
bytes_in_min_d_993,int,False,0.0,1939065.0,False,False
bytes_in_max_d_993,int,False,0.0,1939065.0,False,False
bytes_out_sum_d_993,int,True,0.0,215081.0,True,False
bytes_out_min_d_993,int,True,0.0,72807.0,True,False
bytes_out_max_d_993,int,True,0.0,137322.0,True,False
pkts_in_sum_d_993,int,False,0.0,6072.0,False,False
pkts_in_min_d_993,int,False,0.0,1897.0,False,False
pkts_in_max_d_993,int,False,0.0,1897.0,False,False
pkts_out_sum_d_993,int,True,0.0,6232.0,True,False
pkts_out_min_d_993,int,True,0.0,1949.0,True,False
pkts_out_max_d_993,int,True,0.0,1949.0,True,False
duration_sum_d_993,real,True,0.0,74576.0,True,False
duration_min_d_993,real,True,0.0,21992.0,True,False
duration_max_d_993,real,True,0.0,21998.0,True,False
tcp_sum_d_993,int,True,0.0,1942544.0,True,False
udp_sum_d_993,int,True,0.0,0.0,True,False
icmp_sum_d_993,int,True,0.0,0.0,True,False
distinct_external_ips_d_993,int,False,0.0,2.0,False,False
distinct_src_port_d_993,int,False,0.0,11.0,False,False
distinct_dst_port_d_993,int,False,0.0,1.0,False,False
bytes_in_sum_s_OTHER,int,False,0.0,3913263415.0,False,False
bytes_in_min_s_OTHER,int,False,0.0,360897755.0,False,False
bytes_in_max_s_OTHER,int,False,0.0,1774132850.0,False,False
bytes_out_sum_s_OTHER,int,True,0.0,5101358572.0,True,False
bytes_out_min_s_OTHER,int,True,0.0,12223614.0,True,False
bytes_out_max_s_OTHER,int,True,0.0,1844175440.0,True,False
pkts_in_sum_s_OTHER,int,False,0.0,2837011.0,False,False
pkts_in_min_s_OTHER,int,False,0.0,277039.0,False,False
pkts_in_max_s_OTHER,int,False,0.0,1227489.0,False,False
pkts_out_sum_s_OTHER,int,True,0.0,1567499.0,True,False
pkts_out_min_s_OTHER,int,True,0.0,201856.0,True,False
pkts_out_max_s_OTHER,int,True,0.0,1287818.0,True,False
duration_sum_s_OTHER,real,True,0.0,809976.0,True,False
duration_min_s_OTHER,real,True,0.0,22030.0,True,False
duration_max_s_OTHER,real,True,0.0,22030.0,True,False
tcp_sum_s_OTHER,int,True,0.0,5101361215.0,True,False
udp_sum_s_OTHER,int,True,0.0,997523610.0,True,False
icmp_sum_s_OTHER,int,True,0.0,12376.0,True,False
distinct_external_ips_s_OTHER,int,False,0.0,1370.0,False,False
distinct_src_port_s_OTHER,int,False,0.0,201.0,False,False
distinct_dst_port_s_OTHER,int,False,0.0,1361.0,False,False
bytes_in_sum_d_OTHER,int,False,0.0,11630589400.0,False,False
bytes_in_min_d_OTHER,int,False,0.0,11630589400.0,False,False
bytes_in_max_d_OTHER,int,False,0.0,11630589400.0,False,False
bytes_out_sum_d_OTHER,int,True,0.0,6045566530.0,True,False
bytes_out_min_d_OTHER,int,True,0.0,191012435.0,True,False
bytes_out_max_d_OTHER,int,True,0.0,6045487440.0,True,False
pkts_in_sum_d_OTHER,int,False,0.0,8050083.0,False,False
pkts_in_min_d_OTHER,int,False,0.0,8050083.0,False,False
pkts_in_max_d_OTHER,int,False,0.0,8050083.0,False,False
pkts_out_sum_d_OTHER,int,True,0.0,4155952.0,True,False
pkts_out_min_d_OTHER,int,True,0.0,4155952.0,True,False
pkts_out_max_d_OTHER,int,True,0.0,4155952.0,True,False
duration_sum_d_OTHER,real,True,0.0,1312704.0,True,False
duration_min_d_OTHER,real,True,0.0,22034.0,True,False
duration_max_d_OTHER,real,True,0.0,22034.0,True,False
tcp_sum_d_OTHER,int,True,0.0,11630589400.0,True,False
udp_sum_d_OTHER,int,True,0.0,208769368.0,True,False
icmp_sum_d_OTHER,int,True,0.0,86828.0,True,False
distinct_external_ips_d_OTHER,int,False,0.0,2985.0,False,False
distinct_src_port_d_OTHER,int,False,0.0,16378.0,False,False
distinct_dst_port_d_OTHER,int,False,0.0,58606.0,False,False
window_timestamp,int,False,1312962390,1313593920,False,False
is_botnet,cat,False,0,1,False,False